id,split
356,train
357,train
358,train
359,train
360,train
361,train
362,test
363,train
364,train
365,train
366,train
367,validation
368,test
369,test
370,train
371,train
372,validation
373,train
374,train
375,train
376,train
377,train
378,validation
379,train
380,test
381,validation
382,train
383,validation
384,validation
385,train
386,test
387,train
388,test
389,validation
390,train
391,train
392,test
393,train
394,train
395,train
396,test
397,test
398,validation
399,train
400,train
401,train
402,train
403,train
404,train
405,train
406,train
407,validation
408,train
409,validation
410,train
411,validation
412,test
413,train
414,train
415,validation
416,train
417,train
418,validation
419,train
420,train
421,train
422,validation
423,train
424,train
425,train
426,train
427,train
428,train
429,train
430,train
431,train
432,test
433,train
434,validation
435,train
436,test
437,train
438,train
439,train
440,train
441,train
442,test
443,validation
444,test
445,validation
446,train
447,test
448,validation
449,test
450,train
451,validation
452,validation
453,train
454,train
455,train
456,train
457,train
458,train
459,train
460,train
461,validation
462,test
463,train
464,validation
465,train
466,train
467,train
468,validation
469,train
470,test
471,train
472,train
473,train
474,train
475,test
476,train
477,test
478,test
479,train
480,train
481,train
482,train
483,train
484,train
485,train
486,train
487,train
488,test
489,train
490,train
491,train
492,validation
493,train
494,train
495,train
496,train
497,validation
498,train
499,train
500,test
501,train
502,test
503,train
504,train
505,train
506,test
507,train
508,test
509,test
510,validation
511,validation
512,train
513,train
514,validation
515,train
516,train
517,train
518,train
519,train
520,train
521,validation
522,train
523,train
524,test
525,test
526,train
527,test
528,train
529,train
530,train
531,train
532,train
533,train
534,test
535,train
536,test
537,train
538,train
539,train
540,train
541,test
542,train
543,train
544,test
545,train
546,train
547,train
548,train
549,train
550,train
551,validation
552,train
553,validation
554,train
555,train
556,train
557,validation
558,train
559,train
560,train
561,train
562,train
563,train
564,train
565,test
566,train
567,train
568,train
569,validation
570,train
571,test
572,test
573,train
574,train
575,train
576,validation
577,train
578,test
579,train
580,train
581,test
582,train
583,validation
584,train
585,train
586,validation
587,train
588,test
589,validation
590,validation
591,train
592,validation
593,test
594,train
595,train
596,train
597,validation
598,train
599,train
600,test
601,validation
602,validation
603,train
604,train
605,validation
606,validation
607,train
608,train
609,train
610,train
611,validation
612,train
613,test
614,validation
615,train
616,train
617,train
618,validation
619,test
620,train
621,train
622,train
623,train
624,validation
625,train
626,test
627,test
628,train
629,train
630,test
631,train
632,train
633,validation
634,train
635,train
636,validation
637,train
638,train
639,train
640,test
641,train
642,test
643,train
644,train
645,train
646,test
647,train
648,train
649,train
650,train
651,validation
652,train
653,train
654,test
655,test
656,test
657,train
658,train
659,train
660,train
661,validation
662,train
663,validation
664,validation
665,train
666,test
667,validation
668,validation
669,test
670,test
671,test
672,train
673,train
674,test
675,train
676,train
677,train
678,train
679,test
680,train
681,train
682,train
683,train
684,train
685,validation
686,train
687,train
688,train
689,train
690,test
691,train
692,test
693,train
694,validation
695,validation
696,train
697,test
698,train
699,validation
700,train
701,validation
702,train
703,test
704,validation
705,train
706,test
707,test
708,validation
709,validation
710,train
711,train
712,test
713,validation
714,train
715,test
716,train
717,train
718,train
719,validation
720,validation
721,train
722,train
723,train
724,validation
725,train
726,train
727,test
728,test
729,test
730,train
731,test
732,validation
733,train
734,train
735,train
736,train
737,train
738,validation
739,train
740,train
741,train
742,train
743,validation
744,train
745,train
746,train
747,test
748,train
749,train
750,test
751,train
752,train
753,train
754,validation
755,train
756,train
757,test
758,train
759,validation
760,train
761,test
762,train
763,test
764,train
765,train
766,train
767,train
768,train
769,validation
770,train
771,validation
772,train
773,validation
774,train
775,train
776,validation
777,validation
778,test
779,train
780,validation
781,test
782,train
783,validation
784,train
785,test
786,train
787,train
788,train
789,test
790,train
791,train
792,train
793,train
794,train
795,train
796,train
797,validation
798,test
799,test
800,test
801,train
802,train
803,test
804,train
805,test
806,train
807,validation
808,train
809,train
810,train
811,train
812,train
813,train
814,train
815,train
816,train
817,train
818,validation
819,test
820,train
821,train
822,validation
823,validation
824,train
825,test
826,test
827,train
828,train
829,train
830,train
831,validation
832,validation
833,train
834,train
835,train
836,train
837,train
838,train
839,test
840,train
841,train
842,test
843,train
844,train
845,train
846,test
847,test
848,validation
849,train
850,validation
851,train
852,test
853,test
854,validation
855,train
856,train
857,test
858,train
859,train
860,train
861,train
862,train
863,train
864,train
865,test
866,train
867,train
868,validation
869,train
870,test
871,train
872,test
873,train
874,test
875,test
876,train
877,train
878,train
879,validation
880,train
881,train
882,train
883,train
884,test
885,train
886,test
887,train
888,train
889,train
890,train
891,train
892,train
893,validation
894,train
895,train
896,train
897,train
898,test
899,train
900,train
901,train
902,train
903,train
904,train
905,validation
906,train
907,train
908,train
909,test
910,validation
911,test
912,train
913,test
914,train
915,train
916,validation
917,train
918,train
919,test
920,train
921,test
922,train
923,train
924,train
925,train
926,train
927,train
928,train
929,validation
930,train
931,train
932,test
933,test
934,train
935,train
936,train
937,train
938,train
939,train
940,train
941,validation
942,train
943,train
944,test
945,train
946,validation
947,train
948,train
949,train
950,validation
951,train
952,train
953,train
954,validation
955,train
956,validation
957,train
958,train
959,train
960,validation
961,test
962,train
963,train
964,train
965,train
966,train
967,train
968,validation
969,train
970,test
971,test
972,test
973,validation
974,test
975,validation
976,train
977,train
978,test
979,train
980,train
981,validation
982,validation
983,test
984,train
985,train
986,test
987,train
988,test
989,validation
990,test
991,test
992,validation
993,train
994,train
995,train
996,validation
997,test
998,train
999,train
1000,test
1001,train
1002,train
1003,train
1004,train
1005,test
1006,train
1007,train
1008,train
1009,train
1010,test
1011,train
1012,validation
1013,train
1014,train
1015,train
1016,train
1017,validation
1018,train
1019,train
1020,validation
1021,train
1022,train
1023,test
1024,train
1025,test
1026,train
1027,train
1028,train
1029,train
1030,validation
1031,train
1032,train
1033,train
1034,train
1035,test
1036,test
1037,train
1038,test
1039,test
1040,train
1041,train
1042,train
1043,validation
1044,train
1045,validation
1046,train
1047,test
1048,train
1049,test
1050,test
1051,train
1052,validation
1053,train
1054,test
1055,train
1056,train
1057,test
1058,train
1059,train
1060,validation
1061,test
1062,train
1063,train
1064,train
1065,train
1066,train
1067,train
1068,train
1069,train
1070,validation
1071,train
1072,test
1073,train
1074,train
1075,validation
1076,train
1077,train
1078,test
1079,test
1080,train
1081,train
1082,validation
1083,validation
1084,train
1085,test
1086,validation
1087,validation
1088,test
1089,test
1090,test
1091,train
1092,test
1093,validation
1094,test
1095,test
1096,test
1097,test
1098,train
1099,validation
1100,train
1101,train
1102,test
1103,validation
1104,train
1105,validation
1106,train
1107,train
1108,test
1109,validation
1110,test
1111,validation
1112,train
1113,validation
1114,train
1115,train
1116,test
1117,train
1118,train
1119,train
1120,train
1121,train
1122,train
1123,train
1124,train
1125,train
1126,test
1127,train
1128,train
1129,train
1130,train
1131,train
1132,train
1133,test
1134,train
1135,train
1136,train
1137,train
1138,test
1139,train
1140,test
1141,train
1142,train
1143,test
1144,validation
1145,validation
1146,validation
1147,train
1148,test
1149,train
1150,train
1151,train
1152,train
1153,validation
1154,validation
1155,train
1156,validation
1157,train
1158,validation
1159,train
1160,test
1161,train
1162,train
1163,validation
1164,train
1165,train
1166,train
1167,test
1168,train
1169,test
1170,train
1171,train
1172,validation
1173,test
1174,test
1175,validation
1176,train
1177,train
1178,train
1179,validation
1180,train
1181,train
1182,test
1183,train
1184,validation
1185,train
1186,train
1187,train
1188,train
1189,validation
1190,test
1191,train
1192,train
1193,test
1194,train
1195,train
1196,train
1197,train
1198,train
1199,train
1200,train
1201,train
1202,train
1203,train
1204,train
1205,train
1206,test
1207,train
1208,train
1209,train
1210,test
1211,validation
1212,test
1213,train
1214,train
1215,validation
1216,test
1217,test
1218,test
1219,train
1220,train
1221,train
1222,train
1223,train
1224,train
1225,train
1226,test
1227,train
1228,validation
1229,train
1230,train
1231,train
1232,train
1233,train
1234,test
1235,validation
1236,test
1237,train
1238,train
1239,train
1240,validation
1241,train
1242,train
1243,test
1244,train
1245,train
1246,train
1247,test
1248,train
1249,validation
1250,train
1251,train
1252,validation
1253,train
1254,validation
1255,train
1256,train
1257,train
1258,train
1259,train
1260,test
1261,test
1262,validation
1263,train
1264,validation
1265,train
1266,train
1267,train
1268,train
1269,train
1270,train
1271,test
1272,train
1273,validation
1274,train
1275,test
1276,test
1277,test
1278,validation
1279,train
1280,train
1281,train
1282,train
1283,train
1284,test
1285,train
1286,train
1287,validation
1288,train
1289,train
1290,train
1291,test
1292,test
1293,test
1294,validation
1295,test
1296,train
1297,train
1298,test
1299,train
1300,train
1301,train
1302,train
1303,test
1304,validation
1305,validation
1306,train
1307,train
1308,validation
1309,train
1310,train
1311,train
1312,train
1313,validation
1314,validation
1315,train
1316,train
1317,train
1318,train
1319,train
1320,train
1321,validation
1322,train
1323,validation
1324,train
1325,train
1326,train
1327,validation
1328,validation
1329,train
1330,train
1331,train
1332,validation
1333,train
1334,validation
1335,train
1336,train
1337,train
1338,train
1339,train
1340,train
1341,train
1342,train
1343,train
1344,train
1345,validation
1346,train
1347,train
1348,train
1349,test
1350,train
1351,test
1352,train
1353,test
1354,train
1355,test
1356,train
1357,train
1358,test
1359,validation
1360,train
1361,train
1362,train
1363,train
1364,train
1365,train
1366,train
1367,test
1368,train
1369,train
1370,train
1371,validation
1372,train
1373,train
1374,validation
1375,train
1376,test
1377,test
1378,train
1379,train
1380,train
1381,train
1382,validation
1383,train
1384,test
1385,test
1386,train
1387,validation
1388,train
1389,test
1390,validation
1391,train
1392,validation
1393,validation
1394,train
1395,test
1396,train
1397,test
1398,train
1399,train
1400,test
1401,validation
1402,test
1403,test
1404,test
1405,validation
1406,train
1407,train
1408,train
1409,train
1410,train
1411,train
1412,validation
1413,train
1414,train
1415,train
1416,train
1417,test
1418,test
1419,train
1420,validation
1421,test
1422,train
1423,validation
1424,train
1425,validation
1426,test
1427,train
1428,train
1429,train
1430,validation
1431,train
1432,validation
1433,validation
1434,validation
1435,validation
1436,train
1437,train
1438,test
1439,train
1440,test
1441,train
1442,test
1443,test
1444,test
1445,train
1446,train
1447,test
1448,validation
1449,test
1450,validation
1451,test
1452,train
1453,validation
1454,validation
1455,validation
1456,train
1457,train
1458,train
1459,test
1460,validation
1461,validation
1462,train
1463,train
1464,test
1465,test
1466,validation
1467,train
1468,validation
1469,test
1470,train
1471,validation
1472,validation
1473,validation
1474,train
1475,test
1476,train
1477,validation
1478,train
1479,validation
1480,train
1481,train
1482,train
1483,validation
1484,test
1485,validation
1486,train
1487,test
1488,train
1489,train
1490,validation
1491,test
1492,validation
1493,test
1494,train
1495,train
1496,validation
1497,test
1498,train
1499,train
1500,test
1501,train
1502,train
1503,train
1504,validation
1505,train
1506,train
1507,validation
1508,train
1509,validation
1510,train
1511,validation
1512,validation
1513,train
1514,train
1515,validation
1516,validation
1517,train
1518,train
1519,train
1520,validation
1521,train
1522,test
1523,train
1524,validation
1525,validation
1526,train
1527,test
1528,test
1529,train
1530,train
1531,validation
1532,validation
1533,train
1534,train
1535,test
1536,train
1537,train
1538,train
1539,test
1540,train
1541,train
1542,train
1543,validation
1544,test
1545,train
1546,validation
1547,validation
1548,train
1549,train
1550,train
1551,validation
1552,test
1553,train
1554,train
1555,train
1556,validation
1557,validation
1558,train
1559,train
1560,test
1561,validation
1562,train
1563,train
1564,train
1565,train
1566,test
1567,test
1568,test
1569,validation
1570,train
1571,train
1572,train
1573,train
1574,train
1575,train
1576,train
1577,train
1578,train
1579,test
1580,test
1581,validation
1582,validation
1583,validation
1584,train
1585,train
1586,train
1587,train
1588,test
1589,train
1590,train
1591,train
1592,test
1593,validation
1594,train
1595,train
1596,train
1597,validation
1598,train
1599,train
1600,train
1601,train
1602,validation
1603,test
1604,train
1605,train
1606,train
1607,validation
1608,train
1609,train
1610,test
1611,train
1612,validation
1613,train
1614,train
1615,test
1616,train
1617,train
1618,train
1619,train
1620,train
1621,train
1622,train
1623,validation
1624,validation
1625,validation
1626,train
1627,test
1628,validation
1629,validation
1630,validation
1631,train
1632,test
1633,validation
1634,train
1635,test
1636,train
1637,train
1638,test
1639,train
1640,train
1641,validation
1642,train
1643,validation
1644,train
1645,train
1646,train
1647,train
1648,validation
1649,train
1650,test
1651,train
1652,train
1653,train
1654,validation
1655,test
1656,validation
1657,train
1658,train
1659,train
1660,test
1661,train
1662,train
1663,test
1664,validation
1665,test
1666,train
1667,train
1668,train
1669,train
1670,train
1671,test
1672,validation
1673,train
1674,validation
1675,test
1676,test
1677,train
1678,train
1679,test
1680,train
1681,train
1682,train
1683,train
1684,train
1685,test
1686,train
1687,train
1688,train
1689,train
1690,test
1691,train
1692,validation
1693,train
1694,train
1695,train
1696,train
1697,train
1698,train
1699,train
1700,train
1701,validation
1702,train
1703,test
1704,train
1705,train
1706,test
1707,test
1708,test
1709,train
1710,train
1711,validation
1712,validation
1713,validation
1714,train
1715,validation
1716,train
1717,train
1718,validation
1719,train
1720,train
1721,validation
1722,validation
1723,train
1724,test
1725,train
1726,validation
1727,train
1728,train
1729,train
1730,train
1731,train
1732,train
1733,train
1734,validation
1735,test
1736,train
1737,train
1738,test
1739,validation
1740,train
1741,validation
1742,train
1743,validation
1744,test
1745,train
1746,train
1747,validation
1748,validation
1749,train
1750,train
1751,train
1752,train
1753,validation
1754,test
1755,validation
1756,test
1757,train
1758,test
1759,test
1760,test
1761,validation
1762,train
1763,train
1764,train
1765,train
1766,train
1767,train
1768,validation
1769,test
1770,train
1771,train
1772,train
1773,train
1774,test
1775,validation
1776,train
1777,train
1778,validation
1779,train
1780,validation
1781,train
1782,train
1783,train
1784,train
1785,test
1786,validation
1787,train
1788,validation
1789,test
1790,train
1791,validation
1792,train
1793,train
1794,validation
1795,test
1796,test
1797,train
1798,validation
1799,train
1800,train
1801,train
1802,train
1803,train
1804,train
1805,train
1806,train
1807,train
1808,validation
1809,validation
1810,train
1811,train
1812,train
1813,train
1814,test
1815,train
1816,train
1817,train
1818,test
1819,train
1820,validation
1821,train
1822,test
1823,train
1824,train
1825,train
1826,test
1827,train
1828,train
1829,validation
1830,train
1831,test
1832,train
1833,train
1834,train
1835,train
1836,test
1837,train
1838,test
1839,train
1840,train
1841,test
1842,train
1843,train
1844,test
1845,test
1846,train
1847,train
1848,train
1849,validation
1850,train
1851,validation
1852,validation
1853,train
1854,validation
1855,train
1856,train
1857,train
1858,train
1859,train
1860,validation
1861,test
1862,train
1863,train
1864,train
1865,train
1866,train
1867,train
1868,validation
1869,train
1870,train
1871,train
1872,train
1873,train
1874,train
1875,validation
1876,validation
1877,train
1878,train
1879,train
1880,train
1881,train
1882,train
1883,train
1884,train
1885,train
1886,train
1887,train
1888,validation
1889,test
1890,train
1891,validation
1892,train
1893,train
1894,train
1895,test
1896,train
1897,train
1898,validation
1899,train
1900,train
1901,train
1902,train
1903,test
1904,train
1905,train
1906,train
1907,train
1908,train
1909,train
1910,train
1911,train
1912,test
1913,train
1914,train
1915,validation
1916,train
1917,train
1918,train
1919,train
1920,validation
1921,validation
1922,train
1923,train
1924,train
1925,train
1926,validation
1927,train
1928,train
1929,train
1930,validation
1931,validation
1932,train
1933,test
1934,test
1935,train
1936,test
1937,train
1938,validation
1939,validation
1940,train
1941,train
1942,validation
1943,test
1944,validation
1945,train
1946,train
1947,validation
1948,train
1949,validation
1950,test
1951,train
1952,test
1953,train
1954,train
1955,train
1956,train
1957,test
1958,train
1959,train
1960,train
1961,test
1962,test
1963,train
1964,train
1965,train
1966,train
1967,test
1968,train
1969,train
1970,train
1971,train
1972,train
1973,test
1974,train
1975,train
1976,train
1977,test
1978,train
1979,test
1980,train
1981,train
1982,test
1983,train
1984,train
1985,train
1986,train
1987,validation
1988,train
1989,test
1990,test
1991,train
1992,validation
1993,train
1994,train
1995,test
1996,train
1997,validation
1998,train
1999,train
2000,train
2001,train
2002,train
2003,validation
2004,test
2005,validation
2006,train
2007,train
2008,validation
2009,test
2010,train
2011,train
2012,train
2013,train
2014,train
2015,train
2016,test
2017,train
2018,validation
2019,validation
2020,train
2021,train
2022,train
2023,train
2024,test
2025,train
2026,validation
2027,train
2028,train
2029,train
2030,train
2031,test
2032,train
2033,train
2034,validation
2035,test
2036,validation
2037,test
2038,train
2039,validation
2040,train
2041,train
2042,train
2043,train
2044,train
2045,train
2046,test
2047,train
2048,train
2049,train
2050,validation
2051,train
2052,train
2053,test
2054,validation
2055,test
2056,train
2057,train
2058,train
2059,train
2060,validation
2061,validation
2062,validation
2063,train
2064,train
2065,validation
2066,train
2067,train
2068,validation
2069,train
2070,train
2071,test
2072,validation
2073,train
2074,test
2075,train
2076,train
2077,test
2078,train
2079,train
2080,test
2081,test
2082,test
2083,test
2084,validation
2085,validation
2086,test
2087,train
2088,validation
2089,train
2090,train
2091,test
2092,test
2093,test
2094,train
2095,train
2096,train
2097,validation
2098,validation
2099,train
2100,train
2101,train
2102,test
2103,train
2104,test
2105,train
2106,train
2107,train
2108,validation
2109,train
2110,test
2111,train
2112,train
2113,train
2114,test
2115,train
2116,train
2117,test
2118,train
2119,train
2120,train
2121,train
2122,validation
2123,train
2124,train
2125,train
2126,validation
2127,train
2128,train
2129,train
2130,train
2131,train
2132,train
2133,validation
2134,test
2135,validation
2136,train
2137,train
2138,train
2139,validation
2140,test
2141,train
2142,test
2143,validation
2144,validation
2145,train
2146,train
2147,validation
2148,train
2149,train
2150,train
2151,test
2152,test
2153,validation
2154,train
2155,test
2156,test
2157,test
2158,train
2159,train
2160,test
2161,validation
2162,train
2163,train
2164,train
2165,train
2166,train
2167,validation
2168,train
2169,validation
2170,train
2171,test
2172,test
2173,validation
2174,train
2175,train
2176,test
2177,validation
2178,train
2179,validation
2180,train
2181,train
2182,train
2183,validation
2184,test
2185,train
2186,train
2187,validation
2188,test
2189,train
2190,train
2191,validation
2192,train
2193,train
2194,validation
2195,test
2196,train
2197,train
2198,validation
2199,train
2200,train
2201,test
2202,train
2203,train
2204,test
2205,validation
2206,train
2207,test
2208,train
2209,train
2210,train
2211,train
2212,validation
2213,train
2214,test
2215,test
2216,test
2217,train
2218,train
2219,train
2220,test
2221,train
2222,train
2223,train
2224,train
2225,train
2226,test
2227,train
2228,train
2229,test
2230,train
2231,train
2232,train
2233,train
2234,train
2235,train
2236,train
2237,validation
2238,test
2239,validation
2240,train
2241,test
2242,validation
2243,train
2244,test
2245,train
2246,test
2247,test
2248,test
2249,train
2250,validation
2251,train
2252,test
2253,train
2254,test
2255,test
2256,test
2257,train
2258,train
2259,train
2260,validation
2261,train
2262,test
2263,train
2264,validation
2265,train
2266,train
2267,train
2268,test
2269,test
2270,train
2271,test
2272,train
2273,train
2274,train
2275,test
2276,train
2277,validation
2278,train
2279,train
2280,train
2281,validation
2282,train
2283,train
2284,train
2285,test
2286,train
2287,train
2288,train
2289,validation
2290,train
2291,train
2292,test
2293,train
2294,train
2295,train
2296,train
2297,train
2298,train
2299,train
2300,train
2301,test
2302,train
2303,train
2304,train
2305,train
2306,validation
2307,test
2308,validation
2309,train
2310,train
2311,test
2312,train
2313,train
2314,train
2315,test
2316,train
2317,train
2318,test
2319,train
2320,train
2321,train
2322,test
2323,train
2324,train
2325,validation
2326,test
2327,train
2328,train
2329,train
2330,test
2331,validation
2332,train
2333,train
2334,test
2335,train
2336,test
2337,train
2338,train
2339,train
2340,train
2341,validation
2342,train
2343,train
2344,train
2345,validation
2346,validation
2347,validation
2348,validation
2349,train
2350,train
2351,train
2352,validation
2353,train
2354,test
2355,validation
2356,train
2357,train
2358,train
2359,train
2360,validation
2361,test
2362,train
2363,train
2364,train
2365,train
2366,validation
2367,test
2368,train
2369,test
2370,test
2371,test
2372,train
2373,validation
2374,train
2375,test
2376,train
2377,train
2378,validation
2379,validation
2380,train
2381,validation
2382,test
2383,validation
2384,train
2385,train
2386,train
2387,test
2388,train
2389,train
2390,train
2391,test
2392,validation
2393,train
2394,train
2395,train
2396,test
2397,train
2398,train
2399,train
2400,validation
2401,validation
2402,test
2403,train
2404,test
2405,validation
2406,train
2407,validation
2408,train
2409,train
2410,train
2411,train
2412,train
2413,train
2414,validation
2415,train
2416,train
2417,train
2418,test
2419,test
2420,train
2421,validation
2422,test
2423,test
2424,train
2425,validation
2426,test
2427,test
2428,train
2429,train
2430,validation
2431,test
2432,train
2433,test
2434,train
2435,train
2436,train
2437,train
2438,train
2439,validation
2440,train
2441,train
2442,validation
2443,test
2444,test
2445,test
2446,train
2447,train
2448,validation
2449,train
2450,train
2451,train
2452,validation
2453,validation
2454,test
2455,test
2456,train
2457,train
2458,test
2459,train
2460,train
2461,test
2462,train
2463,train
2464,train
2465,train
2466,test
2467,train
2468,train
2469,validation
2470,validation
2471,test
2472,test
2473,train
2474,test
2475,train
2476,train
2477,train
2478,validation
2479,test
2480,test
2481,train
2482,test
2483,train
2484,train
2485,test
2486,train
2487,validation
2488,train
2489,train
2490,test
2491,validation
2492,train
2493,train
2494,test
2495,test
2496,validation
2497,validation
2498,test
2499,train
2500,train
2501,train
2502,train
2503,validation
2504,test
2505,train
2506,train
2507,train
2508,train
2509,test
2510,train
2511,train
2512,train
2513,train
2514,train
2515,validation
2516,train
2517,validation
2518,train
2519,train
2520,train
2521,train
2522,validation
2523,test
2524,train
2525,test
2526,train
2527,train
2528,train
2529,validation
2530,train
2531,validation
2532,train
2533,train
2534,train
2535,train
2536,test
2537,train
2538,validation
2539,test
2540,validation
2541,train
2542,train
2543,validation
2544,test
2545,test
2546,validation
2547,validation
2548,train
2549,validation
2550,train
2551,train
2552,test
2553,test
2554,train
2555,train
2556,train
2557,train
2558,train
2559,validation
2560,test
2561,validation
2562,validation
2563,test
2564,test
2565,train
2566,test
2567,train
2568,train
2569,test
2570,train
2571,train
2572,train
2573,validation
2574,test
2575,train
2576,train
2577,train
2578,train
2579,validation
2580,train
2581,train
2582,test
2583,train
2584,validation
2585,test
2586,train
2587,train
2588,train
2589,train
2590,train
2591,test
2592,validation
2593,train
2594,test
2595,train
2596,validation
2597,train
2598,train
2599,train
2600,validation
2601,validation
2602,train
2603,train
2604,train
2605,test
2606,train
2607,train
2608,test
2609,train
2610,validation
2611,test
2612,train
2613,train
2614,validation
2615,train
2616,test
2617,train
2618,validation
2619,test
2620,train
2621,train
2622,validation
2623,train
2624,train
2625,train
2626,train
2627,validation
2628,train
2629,train
2630,train
2631,train
2632,test
2633,train
2634,train
2635,test
2636,train
2637,train
2638,train
2639,test
2640,test
2641,train
2642,train
2643,test
2644,train
2645,test
2646,train
2647,validation
2648,validation
2649,train
2650,train
2651,validation
2652,validation
2653,train
2654,train
2655,validation
2656,test
2657,test
2658,train
2659,train
2660,validation
2661,test
2662,validation
2663,validation
2664,validation
2665,train
2666,test
2667,train
2668,train
2669,validation
2670,test
2671,train
2672,test
2673,validation
2674,train
2675,test
2676,train
2677,validation
2678,train
2679,train
2680,train
2681,train
2682,validation
2683,test
2684,train
2685,train
2686,train
2687,test
2688,train
2689,test
2690,train
2691,train
2692,validation
2693,validation
2694,train
2695,train
2696,train
2697,train
2698,test
2699,test
2700,train
2701,train
2702,test
2703,test
2704,train
2705,validation
2706,test
2707,test
2708,train
2709,train
2710,test
2711,test
2712,test
2713,test
2714,train
2715,validation
2716,train
2717,train
2718,validation
2719,train
2720,test
2721,train
2722,train
2723,train
2724,test
2725,validation
2726,train
2727,validation
2728,test
2729,validation
2730,train
2731,train
2732,test
2733,train
2734,test
2735,train
2736,train
2737,train
2738,validation
2739,train
2740,validation
2741,train
2742,validation
2743,validation
2744,train
2745,train
2746,train
2747,test
2748,test
2749,train
2750,validation
2751,validation
2752,test
2753,train
2754,train
2755,train
2756,validation
2757,train
2758,validation
2759,test
2760,train
2761,validation
2762,train
2763,train
2764,train
2765,train
2766,train
2767,test
2768,train
2769,train
2770,train
2771,validation
2772,train
2773,validation
2774,train
2775,train
2776,test
2777,test
2778,test
2779,train
2780,validation
2781,test
2782,validation
2783,train
2784,train
2785,train
2786,train
2787,validation
2788,train
2789,train
2790,train
2791,validation
2792,validation
2793,validation
2794,test
2795,validation
2796,train
2797,train
2798,train
2799,validation
2800,train
2801,train
2802,train
2803,train
2804,train
2805,test
2806,train
2807,train
2808,test
2809,train
2810,train
2811,train
2812,train
2813,validation
2814,train
2815,train
2816,train
2817,test
2818,train
2819,train
2820,train
2821,test
2822,train
2823,validation
2824,train
2825,train
2826,validation
2827,test
2828,test
2829,validation
2830,train
2831,train
2832,test
2833,train
2834,test
2835,train
2836,test
2837,test
2838,validation
2839,validation
2840,train
2841,test
2842,train
2843,train
2844,train
2845,validation
2846,validation
2847,train
2848,train
2849,train
2850,train
2851,validation
2852,train
2853,validation
2854,train
2855,test
2856,train
2857,test
2858,train
2859,validation
2860,test
2861,train
2862,train
2863,train
2864,train
2865,train
2866,train
2867,test
2868,validation
2869,train
2870,train
2871,train
2872,train
2873,test
2874,validation
2875,train
2876,train
2877,train
2878,train
2879,train
2880,train
2881,train
2882,train
2883,validation
2884,train
2885,test
2886,test
2887,train
2888,train
2889,train
