run_id,suite_id,scenario,seed,scale,vintage_month,months_on_book,max_mob_observed_for_cohort,contracts_observed,total_balance,total_financed_amount,contracts_30plus,contracts_60plus,contracts_90plus,cumulative_write_off
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-02-01,1,10,33,159159.37,154342.71,0,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-02-01,2,10,31,127500.56,149381.50,5,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-02-01,3,10,28,93369.65,137412.94,8,5,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-02-01,4,10,20,80224.19,92418.68,7,5,3,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-02-01,5,10,20,74337.64,92418.68,6,6,4,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-02-01,6,10,20,61294.80,92418.68,10,4,4,4649.91
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-02-01,7,10,14,42431.99,68652.34,6,6,2,10788.59
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-02-01,8,10,11,37592.17,49008.37,3,2,2,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-02-01,9,10,10,36534.96,47558.68,4,3,2,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-02-01,10,10,10,19484.33,47558.68,3,3,2,12383.80
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-03-01,0,9,57,329388.54,260829.97,0,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-03-01,1,9,57,301055.00,260829.97,0,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-03-01,2,9,56,262200.91,260251.34,16,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-03-01,3,9,52,241954.79,243216.15,21,15,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-03-01,4,9,47,219645.70,219633.41,19,15,11,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-03-01,5,9,46,202049.71,216218.58,21,17,12,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-03-01,6,9,44,129952.68,203163.03,26,19,16,57883.49
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-03-01,7,9,34,111555.11,150962.49,16,14,7,8024.54
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-03-01,8,9,32,96590.27,144349.68,12,10,10,3964.09
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-03-01,9,9,28,85386.30,135898.55,10,8,6,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-04-01,0,8,87,483469.81,390576.60,0,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-04-01,1,8,87,372456.12,390576.60,1,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-04-01,2,8,78,308920.03,341670.28,16,1,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-04-01,3,8,73,267052.89,315794.81,21,11,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-04-01,4,8,63,240867.20,269021.97,23,16,7,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-04-01,5,8,62,220736.32,263160.15,27,19,15,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-04-01,6,8,59,168925.28,254294.79,26,18,10,16031.24
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-04-01,7,8,45,146501.17,192697.27,26,19,13,11970.52
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-04-01,8,8,39,134796.60,171267.02,24,18,12,1590.54
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-05-01,0,7,107,551462.88,449493.15,0,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-05-01,1,7,106,455312.42,442745.91,1,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-05-01,2,7,99,387681.69,410165.42,23,2,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-05-01,3,7,97,318256.25,397885.71,25,15,2,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-05-01,4,7,75,293437.95,317379.44,31,22,14,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-05-01,5,7,72,257225.72,303568.43,35,25,17,10597.47
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-05-01,6,7,69,185861.92,288737.93,28,24,16,35980.73
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-05-01,7,7,53,150479.50,223108.30,20,13,10,16291.95
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-06-01,0,6,114,591925.76,474262.73,0,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-06-01,1,6,114,499174.79,474262.73,1,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-06-01,2,6,110,420953.18,454111.95,25,1,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-06-01,3,6,106,355286.16,436150.60,32,16,1,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-06-01,4,6,89,309479.09,355745.06,31,23,10,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-06-01,5,6,83,258772.41,329599.41,27,20,17,4597.45
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-06-01,6,6,77,204241.09,304130.73,28,21,16,17922.31
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-07-01,0,5,148,733293.64,596583.67,0,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-07-01,1,5,148,623978.77,596583.67,1,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-07-01,2,5,143,524736.19,572236.59,20,1,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-07-01,3,5,137,438796.58,543851.80,45,16,1,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-07-01,4,5,116,392124.41,450671.03,48,33,10,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-07-01,5,5,106,344516.44,411446.67,48,36,27,8152.07
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-08-01,0,4,181,920503.61,738307.94,0,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-08-01,1,4,179,795854.10,728594.83,0,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-08-01,2,4,171,680455.20,701942.18,23,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-08-01,3,4,163,603795.79,666648.23,37,14,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-08-01,4,4,147,531393.76,604088.92,49,29,13,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-09-01,0,3,183,945797.39,737016.36,0,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-09-01,1,3,183,808276.74,737016.36,1,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-09-01,2,3,175,714073.47,691331.91,29,1,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-09-01,3,3,169,628254.92,669828.26,35,22,1,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-10-01,0,2,209,1102515.68,872944.79,0,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-10-01,1,2,208,905807.23,870790.45,1,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-10-01,2,2,191,788438.08,790583.34,45,1,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-11-01,0,1,236,1346357.94,1059461.47,0,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-11-01,1,1,236,1174980.78,1059461.47,0,0,0,0.00
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-12-01,0,0,285,1491852.84,1188772.34,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,0,11,9,55160.15,45915.05,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,1,11,9,52063.24,45915.05,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,2,11,9,42833.24,45915.05,3,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,3,11,9,31171.80,45915.05,1,1,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,4,11,7,24025.27,32824.14,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,5,11,7,21984.75,32824.14,2,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,6,11,7,19047.40,32824.14,2,2,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,7,11,6,17592.47,29932.66,2,1,1,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,8,11,6,10117.46,29932.66,3,2,1,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,9,11,5,4758.59,23524.73,1,1,1,2342.66
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,10,11,3,3736.03,10782.45,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,11,11,3,2713.47,10782.45,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,0,10,33,190245.49,154342.71,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,1,10,33,159159.37,154342.71,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,2,10,31,132571.68,149381.50,4,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,3,10,29,108855.00,146208.19,7,3,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,4,10,21,96314.99,109146.39,7,6,3,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,5,10,20,85156.95,101372.71,7,4,3,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,6,10,19,71224.27,99352.11,4,3,2,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,7,10,15,53014.26,79881.52,5,4,3,14411.34
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,8,10,12,48406.03,62688.88,2,1,1,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,9,10,12,44523.60,62688.88,4,2,1,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,10,10,12,32638.48,62688.88,4,3,2,8076.55
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-03-01,0,9,57,329388.54,260829.97,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-03-01,1,9,57,301948.01,260829.97,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-03-01,2,9,55,258671.00,259714.18,13,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-03-01,3,9,51,215463.01,240459.71,13,8,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-03-01,4,9,45,188089.00,209071.33,13,7,6,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-03-01,5,9,42,157391.61,197561.47,8,4,2,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-03-01,6,9,39,129935.52,183509.38,9,6,3,7967.69
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-03-01,7,9,35,105840.37,163475.92,9,5,4,6902.95
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-03-01,8,9,32,88229.26,147598.66,5,4,3,480.05
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-03-01,9,9,28,68461.89,128827.98,1,1,1,6487.96
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-04-01,0,8,87,483469.81,390576.60,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-04-01,1,8,87,393878.65,390576.60,1,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-04-01,2,8,82,328406.29,362870.06,9,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-04-01,3,8,78,263106.23,339752.10,17,6,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-04-01,4,8,67,223101.34,280625.06,16,11,4,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-04-01,5,8,61,183755.94,255756.41,16,10,6,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-04-01,6,8,57,156123.79,242710.26,17,12,7,9251.51
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-04-01,7,8,45,118947.03,191669.79,17,7,4,2737.70
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-04-01,8,8,36,106921.99,150995.96,13,9,3,582.36
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-05-01,0,7,107,559143.43,449493.15,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-05-01,1,7,107,475951.22,449493.15,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-05-01,2,7,101,413009.89,426659.01,21,1,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-05-01,3,7,98,337632.92,416907.89,18,12,1,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-05-01,4,7,81,294071.49,340418.14,25,13,8,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-05-01,5,7,76,241617.24,314119.24,24,15,6,5380.78
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-05-01,6,7,69,191649.31,289872.42,14,10,9,13365.88
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-05-01,7,7,55,164457.73,230782.93,11,6,3,3808.07
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-06-01,0,6,114,591925.76,474262.73,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-06-01,1,6,114,487935.81,474262.73,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-06-01,2,6,107,416426.21,442255.64,15,1,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-06-01,3,6,106,341730.18,440411.56,18,12,1,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-06-01,4,6,85,309656.72,342458.31,27,13,9,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-06-01,5,6,82,265480.53,325987.84,17,10,5,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-06-01,6,6,77,213639.28,302646.51,17,12,6,5635.17
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-07-01,0,5,148,732785.53,596583.67,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-07-01,1,5,148,638335.84,596583.67,1,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-07-01,2,5,144,538674.53,589802.06,18,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-07-01,3,5,139,430501.89,571437.42,27,10,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-07-01,4,5,110,376196.50,439829.56,22,16,5,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-07-01,5,5,105,316656.71,420537.91,24,13,11,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-08-01,0,4,181,930767.31,738307.94,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-08-01,1,4,181,811581.11,738307.94,1,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-08-01,2,4,173,679111.64,712386.33,20,3,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-08-01,3,4,163,581378.39,664091.55,30,8,1,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-08-01,4,4,142,526449.04,580528.54,37,23,8,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-09-01,0,3,183,945797.39,737016.36,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-09-01,1,3,183,838883.09,737016.36,2,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-09-01,2,3,179,755395.28,721292.45,25,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-09-01,3,3,176,617274.52,713552.45,34,10,1,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-10-01,0,2,209,1102308.51,872944.79,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-10-01,1,2,209,956382.87,872944.79,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-10-01,2,2,201,829376.92,835580.64,33,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-11-01,0,1,236,1346357.94,1059461.47,0,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-11-01,1,1,236,1141599.12,1059461.47,2,0,0,0.00
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-12-01,0,0,285,1488905.84,1188772.34,0,0,0,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,0,11,9,55160.15,45915.05,0,0,0,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,1,11,9,52063.24,45915.05,0,0,0,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,2,11,9,42833.24,45915.05,3,0,0,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,3,11,9,32505.46,45915.05,2,2,0,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,4,11,7,26571.81,32824.14,2,1,1,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,5,11,7,24615.01,32824.14,2,1,1,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,6,11,7,14962.39,32824.14,4,2,1,6287.56
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,7,11,5,14962.39,25242.42,4,3,1,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,8,11,5,14962.39,25242.42,5,4,3,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,9,11,5,9957.32,25242.42,4,4,3,2342.66
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,10,11,3,2173.38,12500.14,3,3,3,7783.94
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,11,11,2,1987.37,6092.21,2,2,2,186.01
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-01,0,10,33,190245.49,154342.71,0,0,0,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-01,1,10,33,159159.37,154342.71,0,0,0,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-01,2,10,31,127500.56,149381.50,5,0,0,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-01,3,10,28,93369.65,137412.94,8,5,0,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-01,4,10,20,80224.19,92418.68,7,5,3,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-01,5,10,20,74998.96,92418.68,7,6,4,0.00
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-01,6,10,20,64919.17,92418.68,13,6,6,6816.50
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-01,7,10,16,59944.20,80642.55,12,10,3,4895.55
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-01,8,10,14,49250.50,73151.58,11,9,7,7770.30
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-01,9,10,13,46085.82,65282.50,8,8,7,0.00
