run_id,suite_id,scenario,seed,scale,snapshot_date,total_contracts,total_balance,contracts_30plus,contracts_60plus,contracts_90plus,balance_30plus,balance_60plus,balance_90plus,new_delinquencies,cures,relapses,prior_month_delinquent_count,par30,par60,par90,rate_30plus,rate_60plus,rate_90plus,cure_rate
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-05-31,285,1344573.35,21,3,0,129951.87,13968.91,0.00,37,13,1,32,0.0966491489661014,0.010389102238267625,0.0,0.07368421052631578,0.010526315789473684,0.0,0.40625
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-06-30,382,1730046.02,31,14,3,154266.75,77927.62,13968.91,61,24,8,56,0.08916915978917139,0.04504366883835841,0.008074299665161508,0.08115183246073299,0.03664921465968586,0.007853403141361256,0.42857142857142855
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-07-31,513,2189130.81,60,20,9,298628.27,101298.19,57003.69,60,32,10,92,0.13641408208036687,0.046273246686432595,0.0260394169866898,0.11695906432748537,0.03898635477582846,0.017543859649122806,0.34782608695652173
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-08-31,668,2792471.97,64,32,10,279572.62,156445.86,59026.92,90,45,10,117,0.1001165358161142,0.056024146949629,0.021137873767091024,0.09580838323353294,0.04790419161676647,0.014970059880239521,0.38461538461538464
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-09-30,816,3308677.88,95,47,22,371444.24,180875.89,87786.41,121,49,23,149,0.1122636453204686,0.054667119786227125,0.026532171817221447,0.11642156862745098,0.05759803921568627,0.02696078431372549,0.3288590604026846
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-10-31,974,3917207.87,129,60,28,486037.00,210088.08,94461.23,155,73,33,209,0.12407740822801931,0.05363209892662653,0.024114428729563438,0.1324435318275154,0.061601642710472276,0.028747433264887063,0.3492822966507177
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-11-30,1140,4728276.74,134,57,28,525125.55,213586.35,98633.10,153,114,34,270,0.11106066308631504,0.045172133896714345,0.0208602637755082,0.11754385964912281,0.05,0.02456140350877193,0.4222222222222222
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-12-31,1356,5509094.99,176,77,35,748000.34,292269.76,137760.79,181,93,51,282,0.1357755386969648,0.05305222736774775,0.02500606546992939,0.12979351032448377,0.056784660766961655,0.025811209439528023,0.32978723404255317
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-31,9,55160.15,0,0,0,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-29,42,242308.73,0,0,0,0.00,0.00,0.00,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-03-31,99,531381.15,3,0,0,15431.85,0.00,0.00,7,4,0,7,0.029041018861884732,0.0,0.0,0.030303030303030304,0.0,0.0,0.5714285714285714
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-04-30,184,944530.83,7,2,0,29741.07,9349.18,0.00,24,2,2,10,0.03148766462181018,0.009898226403049227,0.0,0.03804347826086957,0.010869565217391304,0.0,0.2
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-05-31,285,1306061.37,27,6,1,159198.68,26679.45,6287.56,30,5,1,31,0.12189218949183067,0.02042740916531357,0.004814138251405445,0.09473684210526316,0.021052631578947368,0.0035087719298245615,0.16129032258064516
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-06-30,377,1702952.20,47,22,4,248434.48,126775.76,13104.06,48,10,3,56,0.14588458795261547,0.07444469668614304,0.007694907702048243,0.1246684350132626,0.058355437665782495,0.010610079575596816,0.17857142857142858
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-07-31,508,2296781.84,92,45,20,453560.03,229528.39,110239.05,149,9,9,94,0.1974763219130991,0.09993478091937545,0.047997179392536476,0.18110236220472442,0.08858267716535433,0.03937007874015748,0.09574468085106383
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-08-31,679,3033214.44,208,81,39,933155.45,392379.44,199225.73,133,21,8,233,0.3076457231952252,0.1293609297204849,0.06568138650955388,0.30633284241531666,0.11929307805596466,0.05743740795287187,0.09012875536480687
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-09-30,841,3702502.13,298,181,69,1256084.90,741550.39,272792.41,170,31,12,336,0.33925298511577084,0.20028358228115323,0.07367785363029622,0.35434007134363854,0.21521997621878716,0.08204518430439953,0.09226190476190477
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-10-31,1018,4453274.20,407,252,146,1763677.98,1028440.79,562363.30,179,39,24,451,0.39604073335524675,0.23094036967227394,0.12628086094496493,0.39980353634577603,0.2475442043222004,0.14341846758349705,0.08647450110864745
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-11-30,1207,5388962.80,494,342,210,2111838.03,1399995.67,772971.80,212,49,26,556,0.3918820946398071,0.25978944779503765,0.14343609868674545,0.4092792046396023,0.28334714167357083,0.1739850869925435,0.08812949640287769
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-12-31,1427,6240932.47,606,418,278,2486783.23,1597476.18,948605.40,241,64,36,673,0.3984634094270211,0.25596754774691544,0.1519973825321651,0.424667133847232,0.29292221443587946,0.19481429572529782,0.0950965824665676
RUN_policy_expansion_sample_2026_275cb395,SUITE_sample_2026,policy_expansion,2026,sample,2024-01-31,9,32218.86,0,0,0,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
RUN_policy_expansion_sample_2026_275cb395,SUITE_sample_2026,policy_expansion,2026,sample,2024-02-29,61,287318.39,0,0,0,0.00,0.00,0.00,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
RUN_policy_expansion_sample_2026_275cb395,SUITE_sample_2026,policy_expansion,2026,sample,2024-03-31,140,694496.23,5,0,0,17102.22,0.00,0.00,17,0,0,5,0.024625360457320267,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
RUN_policy_expansion_sample_2026_275cb395,SUITE_sample_2026,policy_expansion,2026,sample,2024-04-30,264,1271390.27,19,4,0,78115.29,13807.87,0.00,27,3,0,22,0.06144084302296886,0.010860449639904826,0.0,0.07196969696969698,0.015151515151515152,0.0,0.13636363636363635
RUN_policy_expansion_sample_2026_275cb395,SUITE_sample_2026,policy_expansion,2026,sample,2024-05-31,426,1989525.36,36,19,3,169884.67,80365.75,7512.66,55,12,0,46,0.08538954738430678,0.04039443357485023,0.003776106679032229,0.08450704225352113,0.04460093896713615,0.007042253521126761,0.2608695652173913
RUN_policy_expansion_sample_2026_275cb395,SUITE_sample_2026,policy_expansion,2026,sample,2024-06-30,597,2660032.23,70,23,13,328071.71,106473.20,54182.69,98,17,5,88,0.12333373494500854,0.040027033807782095,0.0203691855267483,0.11725293132328309,0.038525963149078725,0.021775544388609715,0.19318181818181818
RUN_policy_expansion_sample_2026_275cb395,SUITE_sample_2026,policy_expansion,2026,sample,2024-07-31,831,3634361.56,130,51,16,644170.31,252374.09,71113.45,100,37,9,165,0.17724442088805276,0.06944110700972746,0.019566971757207337,0.15643802647412755,0.061371841155234655,0.019253910950661854,0.22424242424242424
RUN_policy_expansion_sample_2026_275cb395,SUITE_sample_2026,policy_expansion,2026,sample,2024-08-31,1056,4520663.41,178,98,38,831946.00,467942.84,168712.61,156,44,25,219,0.18403183881367535,0.10351198431736372,0.03732032108977562,0.16856060606060605,0.0928030303030303,0.03598484848484849,0.2009132420091324
RUN_policy_expansion_sample_2026_275cb395,SUITE_sample_2026,policy_expansion,2026,sample,2024-09-30,1303,5550805.07,257,135,68,1117232.50,594669.16,292882.68,140,55,16,318,0.2012739568244287,0.10713205607128265,0.05276400023177178,0.19723714504988488,0.10360706062931696,0.052187260168841135,0.17295597484276728
RUN_policy_expansion_sample_2026_275cb395,SUITE_sample_2026,policy_expansion,2026,sample,2024-10-31,1565,6405168.26,306,189,99,1239341.76,749599.40,365124.18,198,70,30,391,0.1934908982391042,0.1170303994480857,0.05700461957887739,0.19552715654952077,0.1207667731629393,0.06325878594249201,0.17902813299232737
RUN_policy_expansion_sample_2026_275cb395,SUITE_sample_2026,policy_expansion,2026,sample,2024-11-30,1808,7399852.68,358,216,127,1383557.55,770126.57,406586.53,216,97,34,482,0.18697095872454586,0.10407323000922229,0.05494521953104613,0.19800884955752213,0.11946902654867257,0.0702433628318584,0.2012448132780083
RUN_policy_expansion_sample_2026_275cb395,SUITE_sample_2026,policy_expansion,2026,sample,2024-12-31,2100,8724712.68,455,265,155,1781739.96,1000625.25,539175.16,305,89,53,536,0.20421760868806055,0.11468861917868911,0.061798615011812635,0.21666666666666667,0.1261904761904762,0.07380952380952381,0.166044776119403
RUN_policy_tightening_sample_2026_4aaa4164,SUITE_sample_2026,policy_tightening,2026,sample,2024-01-31,4,19023.36,0,0,0,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
RUN_policy_tightening_sample_2026_4aaa4164,SUITE_sample_2026,policy_tightening,2026,sample,2024-02-29,12,70312.24,0,0,0,0.00,0.00,0.00,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
RUN_policy_tightening_sample_2026_4aaa4164,SUITE_sample_2026,policy_tightening,2026,sample,2024-03-31,39,212371.28,1,0,0,7987.21,0.00,0.00,4,2,0,3,0.037609652303268126,0.0,0.0,0.02564102564102564,0.0,0.0,0.6666666666666666
RUN_policy_tightening_sample_2026_4aaa4164,SUITE_sample_2026,policy_tightening,2026,sample,2024-04-30,71,349545.81,6,1,0,44129.04,7987.21,0.00,7,0,1,5,0.12624680009753228,0.022850252446167212,0.0,0.08450704225352113,0.014084507042253521,0.0,0.0
RUN_policy_tightening_sample_2026_4aaa4164,SUITE_sample_2026,policy_tightening,2026,sample,2024-05-31,100,467562.97,10,5,0,56942.62,36141.83,0.00,17,3,0,12,0.12178599173497423,0.07729831556164511,0.0,0.1,0.05,0.0,0.25
RUN_policy_tightening_sample_2026_4aaa4164,SUITE_sample_2026,policy_tightening,2026,sample,2024-06-30,135,604674.68,21,9,5,117541.70,54348.21,36141.83,15,5,3,26,0.19438832795181699,0.08988008229483,0.05977070182598021,0.15555555555555556,0.06666666666666667,0.037037037037037035,0.19230769230769232
RUN_policy_tightening_sample_2026_4aaa4164,SUITE_sample_2026,policy_tightening,2026,sample,2024-07-31,187,836751.56,31,17,7,153211.21,98057.11,45509.25,26,7,2,36,0.18310238943564083,0.11718784247023094,0.05438800735549271,0.1657754010695187,0.09090909090909091,0.0374331550802139,0.19444444444444445
RUN_policy_tightening_sample_2026_4aaa4164,SUITE_sample_2026,policy_tightening,2026,sample,2024-08-31,240,1008610.94,44,28,15,174195.25,114746.46,62254.77,31,7,4,54,0.17270807116171077,0.11376682073268014,0.061723274585936974,0.18333333333333332,0.11666666666666667,0.0625,0.12962962962962962
RUN_policy_tightening_sample_2026_4aaa4164,SUITE_sample_2026,policy_tightening,2026,sample,2024-09-30,303,1230732.92,54,30,20,233241.78,132181.11,93952.71,32,10,4,70,0.18951453740263974,0.10740032045295415,0.07633882906130439,0.1782178217821782,0.09900990099009901,0.066006600660066,0.14285714285714285
RUN_policy_tightening_sample_2026_4aaa4164,SUITE_sample_2026,policy_tightening,2026,sample,2024-10-31,359,1430184.45,64,42,24,234054.05,138056.14,62399.66,39,20,3,85,0.16365305188432164,0.0965303041855895,0.04363049815008128,0.17827298050139276,0.116991643454039,0.06685236768802229,0.23529411764705882
RUN_policy_tightening_sample_2026_4aaa4164,SUITE_sample_2026,policy_tightening,2026,sample,2024-11-30,424,1754084.25,72,45,26,281765.23,156949.23,75741.79,66,21,11,96,0.16063380650045742,0.0894764490360141,0.043180246330813354,0.16981132075471697,0.10613207547169812,0.06132075471698113,0.21875
RUN_policy_tightening_sample_2026_4aaa4164,SUITE_sample_2026,policy_tightening,2026,sample,2024-12-31,515,2190153.23,100,49,27,417453.75,208180.53,98930.88,63,29,12,131,0.19060481444031202,0.09505295207130325,0.04517075729902241,0.1941747572815534,0.09514563106796116,0.05242718446601942,0.22137404580152673
