run_id,suite_id,scenario,seed,scale,submitted_month,channel,applications_submitted,decisioned_applications,approved_count,rejected_count,booked_count,total_booked_amount,approval_rate,rejection_rate,booking_rate_of_approved,booking_rate_of_submitted,avg_booked_amount
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-03-01,web,31,30,14,16,13,51948.86,0.4666666666666667,0.5333333333333333,0.9285714285714286,0.41935483870967744,3996.066153846154
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-04-01,app,89,85,50,35,44,201907.51,0.5882352941176471,0.4117647058823529,0.88,0.4943820224719101,4588.807045454546
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-04-01,branch,32,30,18,12,16,76537.92,0.6,0.4,0.8888888888888888,0.5,4783.62
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-04-01,partner,25,23,18,5,15,65892.83,0.782608695652174,0.21739130434782608,0.8333333333333334,0.6,4392.855333333334
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-04-01,web,52,47,29,18,25,114859.03,0.6170212765957447,0.3829787234042553,0.8620689655172413,0.4807692307692308,4594.3612
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-05-01,app,94,91,51,40,45,181801.53,0.5604395604395604,0.43956043956043955,0.8823529411764706,0.4787234042553192,4040.034
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-05-01,branch,32,30,21,9,18,70161.28,0.7,0.3,0.8571428571428571,0.5625,3897.8488888888887
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-05-01,partner,40,38,18,20,16,68720.98,0.47368421052631576,0.5263157894736842,0.8888888888888888,0.4,4295.06125
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-05-01,web,71,70,37,33,31,121138.83,0.5285714285714286,0.4714285714285714,0.8378378378378378,0.43661971830985913,3907.704193548387
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-06-01,app,119,113,67,46,51,209518.18,0.5929203539823009,0.40707964601769914,0.7611940298507462,0.42857142857142855,4108.1996078431375
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-06-01,branch,42,42,21,21,16,59679.00,0.5,0.5,0.7619047619047619,0.38095238095238093,3729.9375
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-06-01,partner,45,44,20,24,17,66650.11,0.45454545454545453,0.5454545454545454,0.85,0.37777777777777777,3920.594705882353
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-06-01,web,83,77,37,40,30,143416.85,0.4805194805194805,0.5194805194805194,0.8108108108108109,0.3614457831325301,4780.5616666666665
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-07-01,app,142,134,71,63,56,199460.17,0.5298507462686567,0.4701492537313433,0.7887323943661971,0.39436619718309857,3561.78875
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-07-01,branch,52,49,28,21,24,113817.46,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.46153846153846156,4742.394166666667
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-07-01,partner,52,50,21,29,18,70782.10,0.42,0.58,0.8571428571428571,0.34615384615384615,3932.3388888888894
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-07-01,web,111,106,62,44,52,218564.27,0.5849056603773585,0.41509433962264153,0.8387096774193549,0.46846846846846846,4203.159038461538
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-08-01,app,162,152,98,54,84,361616.79,0.6447368421052632,0.35526315789473684,0.8571428571428571,0.5185185185185185,4304.961785714286
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-08-01,branch,56,49,34,15,30,110227.23,0.6938775510204082,0.30612244897959184,0.8823529411764706,0.5357142857142857,3674.241
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-08-01,partner,57,52,28,24,23,90723.33,0.5384615384615384,0.46153846153846156,0.8214285714285714,0.40350877192982454,3944.492608695652
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-08-01,web,117,112,66,46,57,232633.03,0.5892857142857143,0.4107142857142857,0.8636363636363636,0.48717948717948717,4081.2812280701755
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-09-01,app,165,159,78,81,66,267097.27,0.49056603773584906,0.5094339622641509,0.8461538461538461,0.4,4046.9283333333337
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-09-01,branch,70,64,37,27,33,145494.98,0.578125,0.421875,0.8918918918918919,0.4714285714285714,4408.938787878788
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-09-01,partner,65,62,39,23,31,121731.88,0.6290322580645161,0.3709677419354839,0.7948717948717948,0.47692307692307695,3926.8348387096776
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-09-01,web,134,127,58,69,50,206465.66,0.4566929133858268,0.5433070866141733,0.8620689655172413,0.373134328358209,4129.3132000000005
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-10-01,app,174,166,98,68,82,356238.47,0.5903614457831325,0.40963855421686746,0.8367346938775511,0.47126436781609193,4344.371585365853
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-10-01,branch,78,73,40,33,36,153185.88,0.547945205479452,0.4520547945205479,0.9,0.46153846153846156,4255.163333333334
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-10-01,partner,79,75,42,33,31,133494.35,0.56,0.44,0.7380952380952381,0.3924050632911392,4306.26935483871
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-10-01,web,140,130,76,54,64,275048.79,0.5846153846153846,0.4153846153846154,0.8421052631578947,0.45714285714285713,4297.63734375
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-11-01,app,194,188,106,82,87,349046.24,0.5638297872340425,0.43617021276595747,0.8207547169811321,0.4484536082474227,4012.0257471264367
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-11-01,branch,81,76,45,31,39,194676.47,0.5921052631578947,0.40789473684210525,0.8666666666666667,0.48148148148148145,4991.704358974359
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-11-01,partner,82,81,54,27,44,190895.76,0.6666666666666666,0.3333333333333333,0.8148148148148148,0.5365853658536586,4338.54
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-11-01,web,159,157,97,60,82,350648.58,0.6178343949044586,0.3821656050955414,0.845360824742268,0.5157232704402516,4276.202195121951
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-12-01,app,1730,1639,943,696,813,3355989.82,0.5753508236729713,0.4246491763270287,0.8621420996818664,0.4699421965317919,4127.908757687576
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-12-01,branch,627,589,342,247,276,1105476.94,0.5806451612903226,0.41935483870967744,0.8070175438596491,0.44019138755980863,4005.3512318840576
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-12-01,partner,677,645,368,277,320,1395017.23,0.5705426356589147,0.4294573643410853,0.8695652173913043,0.4726735598227474,4359.42884375
RUN_baseline_sample_2026_29e3fb70,SUITE_sample_2026,baseline,2026,sample,2024-12-01,web,1320,1256,724,532,638,2606392.57,0.5764331210191083,0.42356687898089174,0.8812154696132597,0.48333333333333334,4085.2548119122253
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,app,15,15,12,3,9,42078.88,0.8,0.2,0.75,0.6,4675.431111111111
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,branch,5,5,4,1,3,10782.45,0.8,0.2,0.75,0.6,3594.15
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,partner,4,3,1,2,0,0.00,0.3333333333333333,0.6666666666666666,0.0,0.0,
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-01-01,web,9,9,6,3,5,30739.22,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.5555555555555556,6147.844
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,app,32,30,22,8,20,93213.65,0.7333333333333333,0.26666666666666666,0.9090909090909091,0.625,4660.6825
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,branch,12,10,4,6,4,18671.82,0.4,0.6,1.0,0.3333333333333333,4667.955
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,partner,6,6,3,3,2,13210.20,0.5,0.5,0.6666666666666666,0.3333333333333333,6605.1
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-02-01,web,29,26,14,12,11,46779.86,0.5384615384615384,0.46153846153846156,0.7857142857142857,0.3793103448275862,4252.714545454545
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-03-01,app,53,51,33,18,27,123539.35,0.6470588235294118,0.35294117647058826,0.8181818181818182,0.5094339622641509,4575.531481481482
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-03-01,branch,21,20,13,7,11,63459.00,0.65,0.35,0.8461538461538461,0.5238095238095238,5769.0
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-03-01,partner,23,20,13,7,13,49040.49,0.65,0.35,1.0,0.5652173913043478,3772.3453846153843
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-03-01,web,31,30,14,16,13,51948.86,0.4666666666666667,0.5333333333333333,0.9285714285714286,0.41935483870967744,3996.066153846154
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-04-01,app,89,85,50,35,44,201907.51,0.5882352941176471,0.4117647058823529,0.88,0.4943820224719101,4588.807045454546
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-04-01,branch,32,30,18,12,16,76537.92,0.6,0.4,0.8888888888888888,0.5,4783.62
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-04-01,partner,25,23,18,5,15,65892.83,0.782608695652174,0.21739130434782608,0.8333333333333334,0.6,4392.855333333334
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-04-01,web,52,47,29,18,25,114859.03,0.6170212765957447,0.3829787234042553,0.8620689655172413,0.4807692307692308,4594.3612
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-05-01,app,94,91,51,40,45,181801.53,0.5604395604395604,0.43956043956043955,0.8823529411764706,0.4787234042553192,4040.034
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-05-01,branch,32,30,21,9,18,70161.28,0.7,0.3,0.8571428571428571,0.5625,3897.8488888888887
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-05-01,partner,40,38,18,20,16,68720.98,0.47368421052631576,0.5263157894736842,0.8888888888888888,0.4,4295.06125
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-05-01,web,71,70,37,33,31,121138.83,0.5285714285714286,0.4714285714285714,0.8378378378378378,0.43661971830985913,3907.704193548387
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-06-01,app,119,113,67,46,51,209518.18,0.5929203539823009,0.40707964601769914,0.7611940298507462,0.42857142857142855,4108.1996078431375
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-06-01,branch,42,42,21,21,16,59679.00,0.5,0.5,0.7619047619047619,0.38095238095238093,3729.9375
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-06-01,partner,45,44,20,24,17,66650.11,0.45454545454545453,0.5454545454545454,0.85,0.37777777777777777,3920.594705882353
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-06-01,web,83,77,37,40,30,143416.85,0.4805194805194805,0.5194805194805194,0.8108108108108109,0.3614457831325301,4780.5616666666665
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-07-01,app,142,134,71,63,56,199460.17,0.5298507462686567,0.4701492537313433,0.7887323943661971,0.39436619718309857,3561.78875
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-07-01,branch,52,49,28,21,24,113817.46,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.46153846153846156,4742.394166666667
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-07-01,partner,52,50,21,29,18,70782.10,0.42,0.58,0.8571428571428571,0.34615384615384615,3932.3388888888894
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-07-01,web,111,106,62,44,52,218564.27,0.5849056603773585,0.41509433962264153,0.8387096774193549,0.46846846846846846,4203.159038461538
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-08-01,app,162,152,98,54,84,361616.79,0.6447368421052632,0.35526315789473684,0.8571428571428571,0.5185185185185185,4304.961785714286
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-08-01,branch,56,49,34,15,30,110227.23,0.6938775510204082,0.30612244897959184,0.8823529411764706,0.5357142857142857,3674.241
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-08-01,partner,57,52,28,24,23,90723.33,0.5384615384615384,0.46153846153846156,0.8214285714285714,0.40350877192982454,3944.492608695652
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-08-01,web,117,112,66,46,57,232633.03,0.5892857142857143,0.4107142857142857,0.8636363636363636,0.48717948717948717,4081.2812280701755
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-09-01,app,165,159,78,81,66,267097.27,0.49056603773584906,0.5094339622641509,0.8461538461538461,0.4,4046.9283333333337
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-09-01,branch,70,64,37,27,33,145494.98,0.578125,0.421875,0.8918918918918919,0.4714285714285714,4408.938787878788
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-09-01,partner,65,62,39,23,31,121731.88,0.6290322580645161,0.3709677419354839,0.7948717948717948,0.47692307692307695,3926.8348387096776
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-09-01,web,134,127,58,69,50,206465.66,0.4566929133858268,0.5433070866141733,0.8620689655172413,0.373134328358209,4129.3132000000005
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-10-01,app,174,166,98,68,82,356238.47,0.5903614457831325,0.40963855421686746,0.8367346938775511,0.47126436781609193,4344.371585365853
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-10-01,branch,78,73,40,33,36,153185.88,0.547945205479452,0.4520547945205479,0.9,0.46153846153846156,4255.163333333334
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-10-01,partner,79,75,42,33,31,133494.35,0.56,0.44,0.7380952380952381,0.3924050632911392,4306.26935483871
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-10-01,web,140,130,76,54,64,275048.79,0.5846153846153846,0.4153846153846154,0.8421052631578947,0.45714285714285713,4297.63734375
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-11-01,app,194,188,106,82,87,349046.24,0.5638297872340425,0.43617021276595747,0.8207547169811321,0.4484536082474227,4012.0257471264367
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-11-01,branch,81,76,45,31,39,194676.47,0.5921052631578947,0.40789473684210525,0.8666666666666667,0.48148148148148145,4991.704358974359
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-11-01,partner,82,81,54,27,44,190895.76,0.6666666666666666,0.3333333333333333,0.8148148148148148,0.5365853658536586,4338.54
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-11-01,web,159,157,97,60,82,350648.58,0.6178343949044586,0.3821656050955414,0.845360824742268,0.5157232704402516,4276.202195121951
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-12-01,app,1730,1639,943,696,813,3355989.82,0.5753508236729713,0.4246491763270287,0.8621420996818664,0.4699421965317919,4127.908757687576
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-12-01,branch,627,589,342,247,276,1105476.94,0.5806451612903226,0.41935483870967744,0.8070175438596491,0.44019138755980863,4005.3512318840576
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-12-01,partner,677,645,368,277,320,1395017.23,0.5705426356589147,0.4294573643410853,0.8695652173913043,0.4726735598227474,4359.42884375
RUN_collections_change_sample_2026_7932bc75,SUITE_sample_2026,collections_change,2026,sample,2024-12-01,web,1320,1256,724,532,638,2606392.57,0.5764331210191083,0.42356687898089174,0.8812154696132597,0.48333333333333334,4085.2548119122253
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,app,15,15,12,3,9,42078.88,0.8,0.2,0.75,0.6,4675.431111111111
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,branch,5,5,4,1,3,10782.45,0.8,0.2,0.75,0.6,3594.15
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,partner,4,3,1,2,0,0.00,0.3333333333333333,0.6666666666666666,0.0,0.0,
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-01-01,web,9,9,6,3,5,30739.22,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.5555555555555556,6147.844
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-01,app,32,30,22,8,20,93213.65,0.7333333333333333,0.26666666666666666,0.9090909090909091,0.625,4660.6825
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-01,branch,12,10,4,6,4,18671.82,0.4,0.6,1.0,0.3333333333333333,4667.955
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-01,partner,6,6,3,3,2,13210.20,0.5,0.5,0.6666666666666666,0.3333333333333333,6605.1
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-02-01,web,29,26,14,12,11,46779.86,0.5384615384615384,0.46153846153846156,0.7857142857142857,0.3793103448275862,4252.714545454545
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-03-01,app,53,51,33,18,27,123539.35,0.6470588235294118,0.35294117647058826,0.8181818181818182,0.5094339622641509,4575.531481481482
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-03-01,branch,21,20,13,7,11,63459.00,0.65,0.35,0.8461538461538461,0.5238095238095238,5769.0
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-03-01,partner,23,20,13,7,13,49040.49,0.65,0.35,1.0,0.5652173913043478,3772.3453846153843
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-03-01,web,31,30,14,16,13,51948.86,0.4666666666666667,0.5333333333333333,0.9285714285714286,0.41935483870967744,3996.066153846154
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-04-01,app,89,85,50,35,44,201907.51,0.5882352941176471,0.4117647058823529,0.88,0.4943820224719101,4588.807045454546
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-04-01,branch,32,30,18,12,16,76537.92,0.6,0.4,0.8888888888888888,0.5,4783.62
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-04-01,partner,25,23,18,5,15,65892.83,0.782608695652174,0.21739130434782608,0.8333333333333334,0.6,4392.855333333334
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-04-01,web,52,47,29,18,25,114859.03,0.6170212765957447,0.3829787234042553,0.8620689655172413,0.4807692307692308,4594.3612
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-05-01,app,94,91,51,40,45,181801.53,0.5604395604395604,0.43956043956043955,0.8823529411764706,0.4787234042553192,4040.034
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-05-01,branch,32,30,21,9,18,70161.28,0.7,0.3,0.8571428571428571,0.5625,3897.8488888888887
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-05-01,partner,40,38,18,20,16,68720.98,0.47368421052631576,0.5263157894736842,0.8888888888888888,0.4,4295.06125
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-05-01,web,71,70,37,33,31,121138.83,0.5285714285714286,0.4714285714285714,0.8378378378378378,0.43661971830985913,3907.704193548387
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-06-01,app,119,113,67,46,51,209518.18,0.5929203539823009,0.40707964601769914,0.7611940298507462,0.42857142857142855,4108.1996078431375
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-06-01,branch,42,42,21,21,16,59679.00,0.5,0.5,0.7619047619047619,0.38095238095238093,3729.9375
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-06-01,partner,45,44,20,24,17,66650.11,0.45454545454545453,0.5454545454545454,0.85,0.37777777777777777,3920.594705882353
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-06-01,web,83,77,37,40,30,143416.85,0.4805194805194805,0.5194805194805194,0.8108108108108109,0.3614457831325301,4780.5616666666665
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-07-01,app,142,134,71,63,56,199460.17,0.5298507462686567,0.4701492537313433,0.7887323943661971,0.39436619718309857,3561.78875
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-07-01,branch,52,49,28,21,24,113817.46,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.46153846153846156,4742.394166666667
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-07-01,partner,52,50,21,29,18,70782.10,0.42,0.58,0.8571428571428571,0.34615384615384615,3932.3388888888894
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-07-01,web,111,106,62,44,52,218564.27,0.5849056603773585,0.41509433962264153,0.8387096774193549,0.46846846846846846,4203.159038461538
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-08-01,app,162,152,98,54,84,361616.79,0.6447368421052632,0.35526315789473684,0.8571428571428571,0.5185185185185185,4304.961785714286
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-08-01,branch,56,49,34,15,30,110227.23,0.6938775510204082,0.30612244897959184,0.8823529411764706,0.5357142857142857,3674.241
RUN_macroeconomic_stress_sample_2026_c0afa13a,SUITE_sample_2026,macroeconomic_stress,2026,sample,2024-08-01,partner,57,52,28,24,23,90723.33,0.5384615384615384,0.46153846153846156,0.8214285714285714,0.40350877192982454,3944.492608695652
